index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
3203,0,1.51,-1.4,-2.16,-0.7,-2.6,-4.44,-0.63,-2.34,-2.89,-0.8,1.55,-3.11,4.35,-4.02,-5.94,-2.0,-7.47,-12.22,-1.8,-6.73,-7.96,187.94,186.24,163.5,1.77,-3.57,-4.81,1.05,-1.88,-2.94,0.94,-1.91,-2.74,1.77,-3.57,-4.81,0.61,-1.24,-1.75,1.56,-3.34,-5.1,0.58,0.66,0.59,11.76,13.4,11.22,0.89,1.02,0.93,1.68,1.9,1.63,-2.94,2.91,-19.74,-2.94,3.23,-15.84,-3.93,13.94,-16.26,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3204,0,-1.4,-2.16,1.84,-2.6,-4.44,2.54,-2.34,-2.89,1.53,1.55,-3.11,1.47,-4.02,-5.94,4.87,-7.47,-12.22,6.73,-6.73,-7.96,4.04,186.24,163.5,166.79,-3.57,-4.81,7.12,-1.88,-2.94,4.18,-1.91,-2.74,4.31,-3.57,-4.81,7.12,-1.24,-1.75,2.68,-3.34,-5.1,8.64,0.66,0.59,0.64,13.4,11.22,11.37,1.02,0.93,1.03,1.9,1.63,1.7,2.91,-19.74,5.62,3.23,-15.84,4.83,13.94,-16.26,1.33,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3205,0,-2.16,1.84,2.37,-4.44,2.54,1.73,-2.89,1.53,1.11,-3.11,1.47,0.66,-5.94,4.87,6.25,-12.22,6.73,4.58,-7.96,4.04,2.92,163.5,166.79,161.59,-4.81,7.12,6.35,-2.94,4.18,3.01,-2.74,4.31,3.87,-4.81,7.12,6.35,-1.75,2.68,2.4,-5.1,8.64,8.33,0.59,0.64,0.8,11.22,11.37,14.45,0.93,1.03,1.29,1.63,1.7,2.11,-19.74,5.62,-1.81,-15.84,4.83,-0.63,-16.26,1.33,27.04,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3206,0,1.84,2.37,2.81,2.54,1.73,5.07,1.53,1.11,2.89,1.47,0.66,3.0,4.87,6.25,7.15,6.73,4.58,12.89,4.04,2.92,7.34,166.79,161.59,151.59,7.12,6.35,18.72,4.18,3.01,7.21,4.31,3.87,7.81,7.12,6.35,12.06,2.68,2.4,4.74,8.64,8.33,15.18,0.64,0.8,0.66,11.37,14.45,16.67,1.03,1.29,1.08,1.7,2.11,1.67,5.62,-1.81,156.07,4.83,-0.63,162.53,1.33,27.04,48.66,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3207,0,2.37,2.81,2.45,1.73,5.07,1.24,1.11,2.89,0.72,0.66,3.0,2.73,6.25,7.15,6.0,4.58,12.89,3.04,2.92,7.34,1.76,161.59,151.59,138.85,6.35,18.72,15.26,3.01,7.21,4.67,3.87,7.81,5.47,6.35,12.06,7.93,2.4,4.74,3.24,8.33,15.18,9.93,0.8,0.66,0.69,14.45,16.67,20.82,1.29,1.08,1.17,2.11,1.67,1.7,-1.81,156.07,-3.1,-0.63,162.53,0.43,27.04,48.66,52.83,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3212,0,4.05,2.78,1.26,1.3,-0.9,3.64,0.57,-0.59,1.93,0.57,0.98,7.73,12.19,6.88,2.23,3.91,-2.24,6.45,1.72,-1.45,3.43,212.88,100.69,60.41,5.44,0.96,5.78,0.99,0.22,2.03,2.71,0.65,7.45,5.44,0.96,5.77,1.81,0.39,3.25,3.79,0.89,11.37,1.83,1.78,1.6,23.44,21.13,14.87,2.75,2.98,3.67,5.52,4.4,2.84,22.01,-34.59,-17.82,17.05,-11.29,9.48,9.76,-1.44,-11.12,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3213,0,2.78,1.26,3.08,-0.9,3.64,-5.34,-0.59,1.93,-8.68,0.98,7.73,-16.25,6.88,2.23,4.99,-2.24,6.45,-8.66,-1.45,3.43,-14.08,100.69,60.41,64.77,0.96,5.78,-12.12,0.22,2.03,-4.85,0.65,7.45,-19.45,0.96,5.77,-12.12,0.39,3.25,-7.47,0.89,11.37,-32.99,1.78,1.6,1.54,21.13,14.87,11.63,2.98,3.67,4.01,4.4,2.84,2.5,-34.59,-17.82,-17.84,-11.29,9.48,-21.29,-1.44,-11.12,-10.36,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3214,0,1.26,3.08,0.95,3.64,-5.34,-0.24,1.93,-8.68,1.64,7.73,-16.25,1.76,2.23,4.99,1.53,6.45,-8.66,-0.4,3.43,-14.08,2.64,60.41,64.77,58.83,5.78,-12.12,4.45,2.03,-4.85,1.51,7.45,-19.45,7.24,5.77,-12.12,4.46,3.25,-7.47,2.76,11.37,-32.99,12.57,1.6,1.54,1.83,14.87,11.63,12.89,3.67,4.01,4.8,2.84,2.5,2.95,-17.82,-17.84,5.39,9.48,-21.29,11.85,-11.12,-10.36,10.88,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3215,0,3.08,0.95,2.32,-5.34,-0.24,2.5,-8.68,1.64,1.83,-16.25,1.76,4.14,4.99,1.53,3.8,-8.66,-0.4,4.09,-14.08,2.64,2.98,64.77,58.83,67.49,-12.12,4.45,4.45,-4.85,1.51,1.42,-19.45,7.24,7.03,-12.12,4.46,4.45,-7.47,2.76,2.73,-32.99,12.57,13.15,1.54,1.83,1.91,11.63,12.89,15.16,4.01,4.8,4.94,2.5,2.95,3.13,-17.84,5.39,22.75,-21.29,11.85,12.83,-10.36,10.88,17.59,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3216,0,0.95,2.32,2.48,-0.24,2.5,1.83,1.64,1.83,1.17,1.76,4.14,-0.31,1.53,3.8,4.57,-0.4,4.09,3.37,2.64,2.98,2.16,58.83,67.49,99.0,4.45,4.45,5.0,1.51,1.42,1.53,7.24,7.03,5.93,4.46,4.45,5.0,2.76,2.73,2.71,12.57,13.15,9.08,1.83,1.91,1.78,12.89,15.16,15.3,4.8,4.94,3.89,2.95,3.13,3.28,5.39,22.75,66.36,11.85,12.83,34.75,10.88,17.59,15.63,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3217,0,2.32,2.48,-0.99,2.5,1.83,-2.6,1.83,1.17,-2.43,4.14,-0.31,-1.61,3.8,4.57,-1.99,4.09,3.37,-5.22,2.98,2.16,-4.87,67.49,99.0,102.41,4.45,5.0,-1.66,1.42,1.53,-0.57,7.03,5.93,-1.65,4.45,5.0,-1.66,2.73,2.71,-0.83,13.15,9.08,-2.15,1.91,1.78,1.44,15.16,15.3,12.49,4.94,3.89,2.87,3.13,3.28,2.89,22.75,66.36,-0.49,12.83,34.75,-2.16,17.59,15.63,-7.93,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3218,0,2.48,-0.99,-1.25,1.83,-2.6,4.0,1.17,-2.43,2.61,-0.31,-1.61,3.82,4.57,-1.99,-2.36,3.37,-5.22,7.57,2.16,-4.87,4.94,99.0,102.41,77.32,5.0,-1.66,9.76,1.53,-0.57,3.72,5.93,-1.65,10.91,5.0,-1.66,9.76,2.71,-0.83,5.15,9.08,-2.15,14.81,1.78,1.44,1.38,15.3,12.49,11.52,3.89,2.87,2.93,3.28,2.89,2.62,66.36,-0.49,-18.85,34.75,-2.16,-5.83,15.63,-7.93,-7.8,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3223,1,-0.93,-2.89,-6.8,-0.84,-2.66,-8.15,-0.6,-0.86,-7.06,-0.74,-0.84,-7.16,-1.54,-6.26,-17.34,-1.38,-5.75,-20.79,-0.99,-1.87,-18.01,87.86,145.37,165.4,0.54,0.71,-11.88,3.22,3.88,-10.59,0.84,0.61,-7.67,0.54,0.71,-11.88,0.33,0.33,-4.66,1.36,0.8,-9.1,0.1,0.08,0.44,1.57,1.67,9.81,0.26,0.16,0.72,0.17,0.18,1.12,108.76,62.48,6.54,32.16,28.26,1.29,-42.45,6.74,490.53,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3224,1,-2.89,-6.8,0.18,-2.66,-8.15,-2.08,-0.86,-7.06,-4.13,-0.84,-7.16,-4.16,-6.26,-17.34,0.46,-5.75,-20.79,-5.18,-1.87,-18.01,-10.3,145.37,165.4,134.59,0.71,-11.88,-3.95,3.88,-10.59,-4.21,0.61,-7.67,-2.65,0.71,-11.88,-3.95,0.33,-4.66,-1.58,0.8,-9.1,-3.16,0.08,0.44,0.38,1.67,9.81,6.96,0.16,0.72,0.63,0.18,1.12,0.94,62.48,6.54,-10.13,28.26,1.29,-2.38,6.74,490.53,-14.88,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3225,1,-6.8,0.18,-4.15,-8.15,-2.08,-6.01,-7.06,-4.13,-5.67,-7.16,-4.16,-5.68,-17.34,0.46,-9.11,-20.79,-5.18,-13.2,-18.01,-10.3,-12.45,165.4,134.59,105.84,-11.88,-3.95,-6.66,-10.59,-4.21,-7.22,-7.67,-2.65,-5.58,-11.88,-3.95,-6.66,-4.66,-1.58,-3.04,-9.1,-3.16,-6.93,0.44,0.38,0.42,9.81,6.96,5.07,0.72,0.63,0.77,1.12,0.94,0.92,6.54,-10.13,-13.0,1.29,-2.38,-2.93,490.53,-14.88,8.75,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3226,0,0.18,-4.15,0.34,-2.08,-6.01,-1.05,-4.13,-5.67,-1.07,-4.16,-5.68,-1.04,0.46,-9.11,0.63,-5.18,-13.2,-1.93,-10.3,-12.45,-1.98,134.59,105.84,64.77,-3.95,-6.66,3.29,-4.21,-7.22,4.76,-2.65,-5.58,3.91,-3.95,-6.66,3.29,-1.58,-3.04,1.79,-3.16,-6.93,5.04,0.38,0.42,0.38,6.96,5.07,3.15,0.63,0.77,0.82,0.94,0.92,0.69,-10.13,-13.0,-32.28,-2.38,-2.93,-11.42,-14.88,8.75,-17.16,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3227,0,-4.15,0.34,1.21,-6.01,-1.05,1.57,-5.67,-1.07,1.77,-5.68,-1.04,1.89,-9.11,0.63,1.91,-13.2,-1.93,2.49,-12.45,-1.98,2.81,105.84,64.77,52.59,-6.66,3.29,7.72,-7.22,4.76,14.55,-5.58,3.91,13.18,-6.66,3.29,7.72,-3.04,1.79,4.87,-6.93,5.04,18.58,0.42,0.38,0.33,5.07,3.15,2.38,0.77,0.82,0.91,0.92,0.69,0.53,-13.0,-32.28,-16.32,-2.93,-11.42,-4.57,8.75,-17.16,-18.09,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3228,0,0.34,1.21,0.81,-1.05,1.57,0.43,-1.07,1.77,0.4,-1.04,1.89,0.38,0.63,1.91,1.22,-1.93,2.49,0.64,-1.98,2.81,0.6,64.77,52.59,48.6,3.29,7.72,5.03,4.76,14.55,9.79,3.91,13.18,9.94,3.29,7.72,5.03,1.79,4.87,3.34,5.04,18.58,14.79,0.38,0.33,0.34,3.15,2.38,2.35,0.82,0.91,1.02,0.69,0.53,0.51,-32.28,-16.32,-7.06,-11.42,-4.57,-2.06,-17.16,-18.09,-1.53,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3229,0,1.21,0.81,-3.86,1.57,0.43,-4.17,1.77,0.4,-4.08,1.89,0.38,-4.08,1.91,1.22,-5.51,2.49,0.64,-5.96,2.81,0.6,-5.83,52.59,48.6,37.38,7.72,5.03,-1.68,14.55,9.79,-4.03,13.18,9.94,-3.91,7.72,5.03,-1.68,4.87,3.34,-1.17,18.58,14.79,-6.43,0.33,0.34,0.29,2.38,2.35,1.81,0.91,1.02,0.97,0.53,0.51,0.42,-16.32,-7.06,-21.27,-4.57,-2.06,-5.36,-18.09,-1.53,-17.77,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3234,0,5.79,8.86,7.3,1.84,8.35,4.88,1.12,6.63,4.34,1.8,5.94,4.5,20.81,26.91,16.62,6.62,25.36,11.13,4.01,20.16,9.89,277.12,162.59,104.71,24.74,37.54,22.65,7.42,11.71,11.14,9.54,18.42,17.71,24.74,37.54,22.65,6.88,12.35,9.94,10.82,21.63,20.23,0.93,1.06,0.89,19.3,24.06,13.63,1.29,1.57,1.59,3.34,3.21,2.03,22.92,4.2,-3.33,18.15,23.67,17.02,36.67,37.71,1.5,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3235,0,8.86,7.3,-5.12,8.35,4.88,-6.93,6.63,4.34,-6.62,5.94,4.5,-6.29,26.91,16.62,-11.9,25.36,11.13,-16.11,20.16,9.89,-15.39,162.59,104.71,164.34,37.54,22.65,-1.97,11.71,11.14,-1.95,18.42,17.71,-1.49,37.54,22.65,-1.97,12.35,9.94,-0.85,21.63,20.23,-1.6,1.06,0.89,0.43,24.06,13.63,5.45,1.57,1.59,0.76,3.21,2.03,1.01,4.2,-3.33,35.58,23.67,17.02,11.55,37.71,1.5,-44.51,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3236,1,7.3,-5.12,-1.51,4.88,-6.93,-3.27,4.34,-6.62,-3.59,4.5,-6.29,-3.06,16.62,-11.9,-4.12,11.13,-16.11,-8.91,9.89,-15.39,-9.77,104.71,164.34,180.7,22.65,-1.97,7.43,11.14,-1.95,5.92,17.71,-1.49,4.31,22.65,-1.97,7.43,9.94,-0.85,2.73,20.23,-1.6,4.65,0.89,0.43,0.46,13.63,5.45,5.25,1.59,0.76,0.73,2.03,1.01,1.26,-3.33,35.58,1.41,17.02,11.55,-2.06,1.5,-44.51,10.88,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3237,0,-5.12,-1.51,-4.11,-6.93,-3.27,-5.92,-6.62,-3.59,-6.13,-6.29,-3.06,-6.04,-11.9,-4.12,-11.7,-16.11,-8.91,-16.86,-15.39,-9.77,-17.45,164.34,180.7,189.82,-1.97,7.43,0.44,-1.95,5.92,0.33,-1.49,4.31,0.24,-1.97,7.43,0.44,-0.85,2.73,0.16,-1.6,4.65,0.26,0.43,0.46,0.47,5.45,5.25,4.37,0.76,0.73,0.72,1.01,1.26,1.33,35.58,1.41,-11.32,11.55,-2.06,-12.84,-44.51,10.88,-5.96,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3238,0,-1.51,-4.11,2.45,-3.27,-5.92,1.62,-3.59,-6.13,1.89,-3.06,-6.04,1.15,-4.12,-11.7,6.9,-8.91,-16.86,4.55,-9.77,-17.45,5.33,180.7,189.82,174.1,7.43,0.44,23.05,5.92,0.33,16.37,4.31,0.24,12.68,7.43,0.44,23.05,2.73,0.16,8.18,4.65,0.26,13.62,0.46,0.47,0.5,5.25,4.37,4.29,0.73,0.72,0.77,1.26,1.33,1.41,1.41,-11.32,-5.16,-2.06,-12.84,-2.2,10.88,-5.96,-1.75,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3239,0,-4.11,2.45,4.41,-5.92,1.62,2.03,-6.13,1.89,3.11,-6.04,1.15,2.02,-11.7,6.9,11.63,-16.86,4.55,5.36,-17.45,5.33,8.2,189.82,174.1,154.46,0.44,23.05,23.56,0.33,16.37,13.21,0.24,12.68,14.37,0.44,23.05,23.56,0.16,8.18,8.93,0.26,13.62,15.52,0.47,0.5,0.68,4.37,4.29,5.71,0.72,0.77,1.09,1.33,1.41,1.78,-11.32,-5.16,-4.89,-12.84,-2.2,-0.48,-5.96,-1.75,33.53,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3240,0,2.45,4.41,7.8,1.62,2.03,6.21,1.89,3.11,5.51,1.15,2.02,5.0,6.9,11.63,16.48,4.55,5.36,13.12,5.33,8.2,11.64,174.1,154.46,88.26,23.05,23.56,20.57,16.37,13.21,12.92,12.68,14.37,18.49,23.05,23.56,20.57,8.18,8.93,9.74,13.62,15.52,20.74,0.5,0.68,0.75,4.29,5.71,7.02,0.77,1.09,1.43,1.41,1.78,1.59,-5.16,-4.89,7.57,-2.2,-0.48,39.28,-1.75,33.53,33.09,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3245,0,0.01,3.21,0.98,-5.72,2.15,-1.45,-5.49,1.25,-2.4,0.12,-5.65,6.84,0.03,11.36,3.37,-19.41,7.63,-5.01,-18.65,4.42,-8.27,248.92,260.56,233.76,-9.92,18.24,4.96,-3.44,5.06,1.8,-3.55,6.23,1.81,-8.49,15.83,4.44,-2.5,4.47,1.29,-5.13,9.36,2.64,0.73,0.88,0.72,10.75,12.43,10.26,1.03,1.23,1.01,2.47,3.13,2.47,7.14,-8.68,15.46,4.67,-9.85,19.13,3.78,18.11,-15.76,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3246,0,3.21,0.98,6.15,2.15,-1.45,3.05,1.25,-2.4,2.09,-5.65,6.84,10.56,11.36,3.37,19.45,7.63,-5.01,9.64,4.42,-8.27,6.62,260.56,233.76,203.92,18.24,4.96,15.26,5.06,1.8,5.43,6.23,1.81,6.63,15.83,4.44,14.34,4.47,1.29,4.53,9.36,2.64,10.19,0.88,0.72,0.84,12.43,10.26,14.81,1.23,1.01,1.22,3.13,2.47,2.64,-8.68,15.46,22.23,-9.85,19.13,27.59,18.11,-15.76,44.33,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3247,0,0.98,6.15,8.42,-1.45,3.05,7.23,-2.4,2.09,5.77,6.84,10.56,4.59,3.37,19.45,23.5,-5.01,9.64,20.19,-8.27,6.62,16.11,233.76,203.92,159.2,4.96,15.26,22.25,1.8,5.43,9.85,1.81,6.63,11.76,4.44,14.34,21.09,1.29,4.53,7.55,2.64,10.19,19.25,0.72,0.84,0.77,10.26,14.81,15.12,1.01,1.22,1.19,2.47,2.64,2.14,15.46,22.23,-4.04,19.13,27.59,4.83,-15.76,44.33,5.43,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3248,0,6.15,8.42,4.45,3.05,7.23,4.71,2.09,5.77,3.95,10.56,4.59,-5.79,19.45,23.5,11.09,9.64,20.19,11.76,6.62,16.11,9.85,203.92,159.2,138.14,15.26,22.25,14.61,5.43,9.85,7.85,6.63,11.76,9.16,14.34,21.09,13.69,4.53,7.55,5.49,10.19,19.25,14.91,0.84,0.77,0.7,14.81,15.12,12.2,1.22,1.19,1.17,2.64,2.14,1.74,22.23,-4.04,-25.99,27.59,4.83,-21.63,44.33,5.43,-16.8,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3249,0,8.42,4.45,1.33,7.23,4.71,-0.21,5.77,3.95,-0.34,4.59,-5.79,-4.02,23.5,11.09,3.12,20.19,11.76,-0.48,16.11,9.85,-0.8,159.2,138.14,131.11,22.25,14.61,4.78,9.85,7.85,2.83,11.76,9.16,3.3,21.09,13.69,4.45,7.55,5.49,1.89,19.25,14.91,5.18,0.77,0.7,0.67,15.12,12.2,9.66,1.19,1.17,1.17,2.14,1.74,1.57,-4.04,-25.99,-8.55,4.83,-21.63,-6.49,5.43,-16.8,-18.41,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3250,0,4.45,1.33,-3.13,4.71,-0.21,-4.15,3.95,-0.34,-6.86,-5.79,-4.02,-11.31,11.09,3.12,-7.77,11.76,-0.48,-10.3,9.85,-0.8,-17.01,138.14,131.11,172.21,14.61,4.78,-9.87,7.85,2.83,-6.25,9.16,3.3,-6.16,13.69,4.45,-9.12,5.49,1.89,-3.68,14.91,5.18,-10.19,0.7,0.67,0.59,12.2,9.66,7.26,1.17,1.17,0.99,1.74,1.57,1.46,-25.99,-8.55,-8.16,-21.63,-6.49,-17.64,-16.8,-18.41,-22.68,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
