index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
3784,0,7.47,2.27,3.49,6.7,2.19,3.06,5.06,2.74,2.15,6.09,1.27,1.91,12.35,3.75,5.69,11.08,3.62,4.97,8.37,4.53,3.5,64.55,65.49,60.08,12.66,12.63,8.49,6.04,6.38,4.03,18.28,18.27,12.71,11.95,11.88,7.97,7.23,7.2,4.9,32.46,31.76,23.14,1.2,1.13,1.22,24.38,23.57,25.23,3.03,2.87,3.16,1.98,1.86,1.98,5.9,1.69,-5.78,7.62,0.8,-0.65,-0.88,-1.8,7.88,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3785,0,2.27,3.49,2.44,2.19,3.06,3.44,2.74,2.15,3.11,1.27,1.91,2.85,3.75,5.69,3.77,3.62,4.97,5.31,4.53,3.5,4.81,65.49,60.08,49.09,12.63,8.49,9.2,6.38,4.03,4.85,18.27,12.71,15.85,11.88,7.97,8.63,7.2,4.9,5.59,31.76,23.14,29.37,1.13,1.22,1.15,23.57,25.23,23.42,2.87,3.16,3.27,1.86,1.98,1.78,1.69,-5.78,-15.2,0.8,-0.65,-3.34,-1.8,7.88,-7.16,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3786,0,3.49,2.44,6.36,3.06,3.44,7.76,2.15,3.11,6.75,1.91,2.85,6.85,5.69,3.77,9.31,4.97,5.31,11.34,3.5,4.81,9.87,60.08,49.09,43.73,8.49,9.2,15.2,4.03,4.85,8.42,12.71,15.85,30.8,7.97,8.63,14.26,4.9,5.59,9.75,23.14,29.37,64.11,1.22,1.15,1.16,25.23,23.42,23.76,3.16,3.27,3.66,1.98,1.78,1.69,-5.78,-15.2,-2.41,-0.65,-3.34,5.61,7.88,-7.16,1.44,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3787,0,2.44,6.36,3.61,3.44,7.76,4.33,3.11,6.75,3.41,2.85,6.85,4.4,3.77,9.31,4.99,5.31,11.34,5.98,4.81,9.87,4.72,49.09,43.73,32.78,9.2,15.2,10.25,4.85,8.42,6.43,15.85,30.8,25.42,8.63,14.26,9.71,5.59,9.75,7.03,29.37,64.11,63.59,1.15,1.16,1.09,23.42,23.76,22.42,3.27,3.66,3.95,1.78,1.69,1.51,-15.2,-2.41,-23.24,-3.34,5.61,-5.39,-7.16,1.44,-5.63,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3788,0,6.36,3.61,5.29,7.76,4.33,5.53,6.75,3.41,4.14,6.85,4.4,2.04,9.31,4.99,7.07,11.34,5.98,7.4,9.87,4.72,5.53,43.73,32.78,34.58,15.2,10.25,10.63,8.42,6.43,6.8,30.8,25.42,30.12,14.26,9.71,10.15,9.75,7.03,7.59,64.11,63.59,87.9,1.16,1.09,1.12,23.76,22.42,22.58,3.66,3.95,4.43,1.69,1.51,1.49,-2.41,-23.24,8.01,5.61,-5.39,3.77,1.44,-5.63,1.17,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3789,0,3.61,5.29,4.75,4.33,5.53,5.93,3.41,4.14,4.21,4.4,2.04,3.8,4.99,7.07,6.72,5.98,7.4,8.4,4.72,5.53,5.96,32.78,34.58,48.27,10.25,10.63,10.1,6.43,6.8,6.35,25.42,30.12,23.55,9.71,10.15,9.79,7.03,7.59,6.92,63.59,87.9,58.81,1.09,1.12,1.09,22.42,22.58,23.81,3.95,4.43,3.71,1.51,1.49,1.54,-23.24,8.01,45.34,-5.39,3.77,14.73,-5.63,1.17,6.67,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3790,0,5.29,4.75,5.78,5.53,5.93,7.09,4.14,4.21,5.15,2.04,3.8,5.33,7.07,6.72,8.82,7.4,8.4,10.82,5.53,5.96,7.86,34.58,48.27,56.59,10.63,10.1,12.93,6.8,6.35,8.15,30.12,23.55,24.3,10.15,9.79,12.78,7.59,6.92,8.38,87.9,58.81,47.56,1.12,1.09,1.03,22.58,23.81,25.33,4.43,3.71,2.98,1.49,1.54,1.57,8.01,45.34,26.4,3.77,14.73,13.86,1.17,6.67,7.82,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3795,0,-1.07,-2.96,0.4,-4.79,-4.26,-3.77,-2.76,-8.52,-36.65,-2.88,-8.81,-36.55,-2.49,-7.09,1.46,-11.12,-10.19,-13.86,-6.4,-20.39,-134.61,148.44,130.15,967.22,8.03,-4.6,-109.52,4.01,-1.95,-29.73,6.08,-3.3,-40.99,8.03,-4.6,-109.54,3.46,-1.92,-29.83,9.41,-5.61,-60.73,0.86,0.99,1.0,13.82,14.9,12.42,1.51,1.69,1.38,2.0,2.36,3.68,17.54,-12.34,45.55,6.05,-7.39,-9.18,-4.71,13.32,-6.57,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3796,0,-2.96,0.4,7.52,-4.26,-3.77,5.96,-8.52,-36.65,4.28,-8.81,-36.55,4.46,-7.09,1.46,21.78,-10.19,-13.86,17.28,-20.39,-134.61,12.41,130.15,967.22,51.01,-4.6,-109.52,26.63,-1.95,-29.73,7.73,-3.3,-40.99,14.03,-4.6,-109.54,26.64,-1.92,-29.83,9.19,-5.61,-60.73,20.56,0.99,1.0,1.19,14.9,12.42,6.04,1.69,1.38,1.82,2.36,3.68,3.45,-12.34,45.55,-70.47,-7.39,-9.18,-20.77,13.32,-6.57,1.17,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3797,0,0.4,7.52,1.21,-3.77,5.96,1.52,-36.65,4.28,1.06,-36.55,4.46,1.93,1.46,21.78,1.73,-13.86,17.28,2.16,-134.61,12.41,1.51,967.22,51.01,34.12,-109.52,26.63,8.54,-29.73,7.73,5.28,-40.99,14.03,20.13,-109.54,26.64,8.54,-29.83,9.19,6.0,-60.73,20.56,37.71,1.0,1.19,1.14,12.42,6.04,3.28,1.38,1.82,3.81,3.68,3.45,1.62,45.55,-70.47,-31.25,-9.18,-20.77,-8.71,-6.57,1.17,-19.24,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3798,0,7.52,1.21,3.26,5.96,1.52,3.53,4.28,1.06,3.41,4.46,1.93,2.62,21.78,1.73,4.31,17.28,2.16,4.66,12.41,1.51,4.51,51.01,34.12,30.68,26.63,8.54,11.13,7.73,5.28,10.15,14.03,20.13,34.58,26.64,8.54,11.12,9.19,6.0,8.42,20.56,37.71,69.31,1.19,1.14,0.83,6.04,3.28,2.35,1.82,3.81,3.41,3.45,1.62,1.1,-70.47,-31.25,17.71,-20.77,-8.71,27.56,1.17,-19.24,-20.75,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3799,0,1.21,3.26,0.9,1.52,3.53,-0.22,1.06,3.41,-0.67,1.93,2.62,-1.48,1.73,4.31,1.15,2.16,4.66,-0.28,1.51,4.51,-0.86,34.12,30.68,26.5,8.54,11.13,4.99,5.28,10.15,4.86,20.13,34.58,17.5,8.54,11.12,4.99,6.0,8.42,3.88,37.71,69.31,37.71,1.14,0.83,0.8,3.28,2.35,2.27,3.81,3.41,3.6,1.62,1.1,1.03,-31.25,17.71,-7.51,-8.71,27.56,3.65,-19.24,-20.75,9.9,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3800,0,3.26,0.9,5.87,3.53,-0.22,5.93,3.41,-0.67,6.49,2.62,-1.48,7.44,4.31,1.15,7.12,4.66,-0.28,7.2,4.51,-0.86,7.87,30.68,26.5,17.29,11.13,4.99,12.86,10.15,4.86,12.38,34.58,17.5,60.17,11.12,4.99,12.85,8.42,3.88,10.59,69.31,37.71,139.46,0.83,0.8,0.86,2.35,2.27,2.6,3.41,3.6,4.86,1.1,1.03,1.04,17.71,-7.51,-17.56,27.56,3.65,17.16,-20.75,9.9,18.46,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3801,0,0.9,5.87,6.88,-0.22,5.93,3.92,-0.67,6.49,2.91,-1.48,7.44,-2.59,1.15,7.12,8.11,-0.28,7.2,4.62,-0.86,7.87,3.44,26.5,17.29,18.51,4.99,12.86,8.76,4.86,12.38,9.6,17.5,60.17,48.94,4.99,12.85,8.75,3.88,10.59,7.43,37.71,139.46,151.41,0.8,0.86,0.77,2.27,2.6,2.51,3.6,4.86,5.1,1.03,1.04,0.91,-7.51,-17.56,3.8,3.65,17.16,-2.01,9.9,18.46,-3.42,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3806,0,9.33,7.27,9.14,11.24,8.81,9.82,9.62,6.66,7.14,9.02,5.15,6.13,15.56,11.84,14.85,18.73,14.34,15.96,16.03,10.84,11.6,66.71,58.98,65.69,22.47,17.8,18.89,7.63,6.89,7.39,33.7,28.36,30.24,22.47,17.8,18.89,13.48,10.93,11.63,176.87,108.64,93.71,1.77,1.59,1.57,40.92,38.59,40.76,4.42,4.11,4.09,2.95,2.58,2.56,10.08,-6.79,20.1,10.01,0.54,12.39,5.96,-5.7,5.63,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3807,0,7.27,9.14,11.12,8.81,9.82,10.49,6.66,7.14,8.08,5.15,6.13,7.94,11.84,14.85,18.77,14.34,15.96,17.7,10.84,11.6,13.64,58.98,65.69,71.56,17.8,18.89,20.85,6.89,7.39,7.24,28.36,30.24,30.32,17.8,18.89,20.85,10.93,11.63,12.35,108.64,93.71,82.98,1.59,1.57,1.71,38.59,40.76,50.4,4.11,4.09,4.19,2.58,2.56,2.88,-6.79,20.1,21.54,0.54,12.39,15.52,-5.7,5.63,23.65,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3808,0,9.14,11.12,9.09,9.82,10.49,10.29,7.14,8.08,8.11,6.13,7.94,8.26,14.85,18.77,14.95,15.96,17.7,16.94,11.6,13.64,13.34,65.69,71.56,58.33,18.89,20.85,20.35,7.39,7.24,8.0,30.24,30.32,31.5,18.89,20.85,20.35,11.63,12.35,12.36,93.71,82.98,93.52,1.57,1.71,1.54,40.76,50.4,49.53,4.09,4.19,3.94,2.56,2.88,2.54,20.1,21.54,-9.37,12.39,15.52,2.61,5.63,23.65,-1.72,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3809,0,11.12,9.09,9.35,10.49,10.29,10.89,8.08,8.11,8.0,7.94,8.26,8.04,18.77,14.95,14.6,17.7,16.94,17.0,13.64,13.34,12.49,71.56,58.33,54.1,20.85,20.35,18.86,7.24,8.0,7.66,30.32,31.5,33.62,20.85,20.35,18.86,12.35,12.36,12.08,82.98,93.52,120.59,1.71,1.54,1.58,50.4,49.53,53.26,4.19,3.94,4.39,2.88,2.54,2.46,21.54,-9.37,2.86,15.52,2.61,7.94,23.65,-1.72,7.53,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3810,0,9.09,9.35,8.53,10.29,10.89,8.3,8.11,8.0,5.27,8.26,8.04,1.59,14.95,14.6,12.89,16.94,17.0,12.55,13.34,12.49,7.97,58.33,54.1,48.18,20.35,18.86,14.43,8.0,7.66,5.97,31.5,33.62,28.23,20.35,18.86,14.43,12.36,12.08,9.55,93.52,120.59,110.17,1.54,1.58,1.6,49.53,53.26,55.07,3.94,4.39,4.73,2.54,2.46,2.42,-9.37,2.86,-10.71,2.61,7.94,-3.6,-1.72,7.53,3.39,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3811,0,9.35,8.53,9.5,10.89,8.3,11.47,8.0,5.27,10.51,8.04,1.59,10.25,14.6,12.89,13.69,17.0,12.55,16.53,12.49,7.97,15.15,54.1,48.18,40.43,18.86,14.43,20.91,7.66,5.97,8.99,33.62,28.23,47.42,18.86,14.43,20.91,12.08,9.55,14.51,120.59,110.17,221.92,1.58,1.6,1.61,53.26,55.07,56.17,4.39,4.73,5.28,2.46,2.42,2.33,2.86,-10.71,-6.3,7.94,-3.6,5.82,7.53,3.39,2.01,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3812,0,8.53,9.5,8.55,8.3,11.47,9.93,5.27,10.51,8.41,1.59,10.25,9.4,12.89,13.69,11.93,12.55,16.53,13.87,7.97,15.15,11.74,48.18,40.43,38.91,14.43,20.91,17.73,5.97,8.99,7.68,28.23,47.42,44.73,14.43,20.91,17.73,9.55,14.51,12.7,110.17,221.92,263.36,1.6,1.61,1.65,55.07,56.17,61.96,4.73,5.28,5.82,2.42,2.33,2.31,-10.71,-6.3,6.64,-3.6,5.82,9.61,3.39,2.01,10.29,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3817,0,3.38,4.14,0.54,3.76,5.0,3.3,3.75,4.41,2.59,3.94,3.87,2.92,11.16,11.28,1.4,12.41,13.62,8.62,12.38,12.02,6.75,160.37,183.28,140.26,16.23,14.95,9.43,2.67,3.16,2.32,7.06,8.67,5.86,16.23,14.95,9.43,4.92,5.49,3.61,40.96,67.33,59.85,1.84,1.74,1.56,5.55,4.86,4.58,2.64,2.74,2.53,6.07,4.73,4.07,-40.93,27.0,-17.4,-27.53,20.91,-8.46,-5.79,-12.46,-5.78,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3818,0,4.14,0.54,-9.74,5.0,3.3,-10.66,4.41,2.59,-10.66,3.87,2.92,-12.27,11.28,1.4,-24.61,13.62,8.62,-26.95,12.02,6.75,-26.95,183.28,140.26,169.89,14.95,9.43,-24.76,3.16,2.32,-5.62,8.67,5.86,-16.21,14.95,9.43,-24.76,5.49,3.61,-9.8,67.33,59.85,-206.67,1.74,1.56,1.74,4.86,4.58,4.45,2.74,2.53,2.88,4.73,4.07,4.4,27.0,-17.4,-11.39,20.91,-8.46,-17.83,-12.46,-5.78,-2.78,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3819,1,0.54,-9.74,-7.38,3.3,-10.66,-5.85,2.59,-10.66,-6.04,2.92,-12.27,-5.7,1.4,-24.61,-22.62,8.62,-26.95,-17.91,6.75,-26.95,-18.51,140.26,169.89,250.03,9.43,-24.76,-16.07,2.32,-5.62,-2.8,5.86,-16.21,-7.78,9.43,-24.76,-16.07,3.61,-9.8,-5.24,59.85,-206.67,-63.1,1.56,1.74,1.87,4.58,4.45,4.51,2.53,2.88,2.78,4.07,4.4,5.75,-17.4,-11.39,23.52,-8.46,-17.83,8.85,-5.78,-2.78,1.38,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3820,1,-9.74,-7.38,-1.69,-10.66,-5.85,-1.71,-10.66,-6.04,-1.77,-12.27,-5.7,-0.45,-24.61,-22.62,-6.02,-26.95,-17.91,-6.09,-26.95,-18.51,-6.3,169.89,250.03,263.14,-24.76,-16.07,-3.2,-5.62,-2.8,-0.42,-16.21,-7.78,-1.25,-24.76,-16.07,-3.2,-9.8,-5.24,-0.9,-206.67,-63.1,-6.69,1.74,1.87,2.14,4.45,4.51,5.43,2.88,2.78,2.98,4.4,5.75,7.64,-11.39,23.52,3.57,-17.83,8.85,2.09,-2.78,1.38,20.32,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3821,0,-7.38,-1.69,-7.47,-5.85,-1.71,-5.99,-6.04,-1.77,-5.72,-5.7,-0.45,-2.18,-22.62,-6.02,-24.3,-17.91,-6.09,-19.48,-18.51,-6.3,-18.59,250.03,263.14,184.31,-16.07,-3.2,-15.62,-2.8,-0.42,-2.95,-7.78,-1.25,-6.94,-16.07,-3.2,-15.62,-5.24,-0.9,-4.81,-63.1,-6.69,-44.64,1.87,2.14,1.63,4.51,5.43,3.61,2.78,2.98,2.36,5.75,7.64,5.3,23.52,3.57,-34.76,8.85,2.09,-27.07,1.38,20.32,-33.47,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3822,0,-1.69,-7.47,3.76,-1.71,-5.99,25.04,-1.77,-5.72,22.94,-0.45,-2.18,22.93,-6.02,-24.3,8.22,-6.09,-19.48,54.66,-6.3,-18.59,50.09,263.14,184.31,78.61,-3.2,-15.62,52.32,-0.42,-2.95,14.99,-1.25,-6.94,44.21,-3.2,-15.62,52.32,-0.9,-4.81,23.96,-6.69,-44.64,565.62,2.14,1.63,1.6,5.43,3.61,3.05,2.98,2.36,2.95,7.64,5.3,3.49,3.57,-34.76,-29.22,2.09,-27.07,4.26,20.32,-33.47,-15.58,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3823,0,-7.47,3.76,0.57,-5.99,25.04,1.43,-5.72,22.94,1.62,-2.18,22.93,0.29,-24.3,8.22,1.04,-19.48,54.66,2.61,-18.59,50.09,2.96,184.31,78.61,86.0,-15.62,52.32,6.34,-2.95,14.99,2.59,-6.94,44.21,7.7,-15.62,52.32,6.34,-4.81,23.96,3.48,-44.64,565.62,175.14,1.63,1.6,1.34,3.61,3.05,2.68,2.36,2.95,2.98,5.3,3.49,2.45,-34.76,-29.22,9.99,-27.07,4.26,4.7,-33.47,-15.58,-12.21,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3828,0,9.8,7.12,9.2,6.72,7.81,7.98,4.78,6.4,6.88,4.66,6.52,6.95,27.38,19.91,18.65,18.77,21.86,16.17,13.36,17.92,13.95,186.46,174.18,62.56,16.61,20.01,15.96,5.06,6.87,7.3,9.3,11.18,15.54,16.68,20.11,15.96,5.97,7.19,7.87,11.95,15.63,21.67,1.18,1.05,1.08,37.66,38.42,31.31,1.84,1.63,2.13,3.29,2.93,2.19,18.44,12.16,-36.0,14.96,14.92,5.65,16.48,2.03,13.36,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3829,0,7.12,9.2,7.2,7.81,7.98,7.27,6.4,6.88,5.73,6.52,6.95,5.43,19.91,18.65,11.53,21.86,16.17,11.65,17.92,13.95,9.19,174.18,62.56,58.35,20.01,15.96,10.98,6.87,7.3,6.91,11.18,15.54,18.23,20.11,15.96,10.98,7.19,7.87,6.85,15.63,21.67,26.15,1.05,1.08,0.99,38.42,31.31,20.44,1.63,2.13,2.64,2.93,2.19,1.59,12.16,-36.0,18.43,14.92,5.65,23.68,2.03,13.36,5.65,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3830,0,9.2,7.2,10.85,7.98,7.27,9.01,6.88,5.73,7.54,6.95,5.43,7.53,18.65,11.53,17.08,16.17,11.65,14.19,13.95,9.19,11.87,62.56,58.35,56.65,15.96,10.98,13.78,7.3,6.91,6.73,15.54,18.23,23.99,15.96,10.98,13.78,7.87,6.85,8.75,21.67,26.15,39.42,1.08,0.99,1.3,31.31,20.44,25.76,2.13,2.64,3.57,2.19,1.59,2.05,-36.0,18.43,7.95,5.65,23.68,10.0,13.36,5.65,52.31,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3831,0,7.2,10.85,11.59,7.27,9.01,9.01,5.73,7.54,7.41,5.43,7.53,7.44,11.53,17.08,18.45,11.65,14.19,14.35,9.19,11.87,11.8,58.35,56.65,61.55,10.98,13.78,13.87,6.91,6.73,6.99,18.23,23.99,23.43,10.98,13.78,13.87,6.85,8.75,8.71,26.15,39.42,37.79,0.99,1.3,1.25,20.44,25.76,27.2,2.64,3.57,3.35,1.59,2.05,1.98,18.43,7.95,16.27,23.68,10.0,10.36,5.65,52.31,5.58,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3832,0,10.85,11.59,6.31,9.01,9.01,6.7,7.54,7.41,5.49,7.53,7.44,5.6,17.08,18.45,10.27,14.19,14.35,10.9,11.87,11.8,8.94,56.65,61.55,63.78,13.78,13.87,11.29,6.73,6.99,7.41,23.99,23.43,17.5,13.78,13.87,10.98,8.75,8.71,6.75,39.42,37.79,29.66,1.3,1.25,0.91,25.76,27.2,15.37,3.57,3.35,2.36,2.05,1.98,1.48,7.95,16.27,19.15,10.0,10.36,16.58,52.31,5.58,-16.98,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
